% Model:              Contactor_heat.mph
% Version:            COMSOL 5.4.0.225
% Date:               May 14 2019, 21:07
% Dimension:          3
% Nodes:              15076
% Expressions:        1
% Description:        温度
% Length unit:        m
% X                       Y                        Z                        T2 (K)
-0.0036418342858671095    -0.023013144182236718    -0.022999999999999996    379.41532534734677
-0.0028987716737347204    -0.022626770633681827    -0.025246921926736998    362.48301278554806
-0.005072291683392323     -0.025499987042441045    -0.025246921926736995    349.0008873179544
-3.905292896974928E-18    -0.021259424348277104    -0.025246921926736998    365.436864036974
-0.0215363837874275       -0.014566542944728849    -0.016676497362157816    363.74704097850855
-0.018189254338675902     -0.01857824067566571     -0.016384797119433043    363.7749554659055
-0.01645092842074002      -0.016500210728826722    -0.016597087607794       379.38625297196455
0.003625059591655548      -0.01473648062209651     -0.025246921926737       367.613741589741
0.0033248403367867607     -0.0189103944928         -0.025246921926737       366.801448243688
0.004478581792479415      -0.01678808375521964     -0.023                   380.20724734231004
-0.018823967323745458     -0.013731287419414236    -0.016564345271024784    379.3861946742679
-0.013671937613232816     -0.018867117477237214    -0.01665675527834478     379.3867048000122
-0.017704714229765363     -0.015147049020926291    -0.013450560244393834    379.41730917350975
-0.019787079620199603     -0.012302905352146776    -0.013222426016549096    379.4232495321974
-0.010472585425844913     0.002111681462615652     -0.023000000000000003    381.15090809091225
-0.021304214259135604     -0.009435065172050647    -0.013507666796484012    379.4159389109376
-0.023136471688930974     -0.011861858108546713    -0.013128260483274694    363.9147298778404
-0.020936644794725817     -0.01022481807855183     -0.00993767968761634     379.5646707676065
-0.02482267361503365      -0.007735300550173364    -0.015180546535910663    363.826482425899
-0.022315083848897473     -0.006702763073291137    -0.011769714416757964    379.4730653722182
-0.023065380453537294     -0.003298215355852256    -0.013753747939750685    379.41029969248206
-0.025739257415697516     -0.0036729589826813972   -0.017637645729302053    363.6516070318961
-0.02311435581833238      -0.0029353969243569216   -0.017580740507662642    379.39641533091975
-0.023299999999999998     2.8534270420133333E-18   -0.019317378452094313    379.4323988084708
-0.017183742681415887     0.006736528166033098     -0.025246921926736998    367.0359743211538
-0.016529153456909404     0.0077315876692549785    -0.022999999999999996    380.06970709169167
-0.020231078703445992     0.0049405895018551065    -0.023                   379.6801669548375
-0.019209831242525996     0.007708795446971951     -0.023000000000000003    379.69727600742414
-0.02143677475334765      0.006409333283339513     -0.025246921926737       363.7414492776289
-0.025999999999999992     3.1840816777831175E-18   -0.02030039392411731     362.5594177262391
-0.02318932510146577      0.0022683036257365075    -0.020451936894566404    379.4674149455091
-0.023153158020816085     0.0026117568154634683    -0.017428472566438844    379.39417441415026
-0.023013144182236735     0.003641834285866993     -0.022999999999999996    379.4153223206883
-0.02570920831679852      0.003877706503006347     -0.02195567233375121     360.4161875361952
-0.025499987042441052     0.005072291683392326     -0.025246921926736998    349.0167113337471
-0.015492555018557298     0.010390206030610952     -0.025246921926737       366.96297613361463
-0.014846249142540697     0.010174642674471372     -0.023                   380.10933322816624
-0.012490344874458987     0.010744575080701712     -0.025246921926737005    367.4286324207498
-0.013666575896655717     0.013541524401743865     -0.02524692192673701     366.7841634451484
-0.010900363338010014     0.012269150109818466     -0.025246921926737       367.4378229867435
-0.012949293618243792     0.012802610008564107     -0.023000000000000003    380.0755727571487
-0.01207330724453707      0.010089795156280428     -0.023000000000000003    380.45471368026807
-0.010661183742697075     0.012470053829323802     -0.022999999999999996    380.35476996232825
-0.009022491234937665     0.009664555572420833     -0.022999999999999996    380.8105429977505
-0.006799700549960793     0.008982224094091135     -0.025246921926737005    368.0888122714922
-0.0076529039006990145    0.012569188615201643     -0.025246921926737       367.6733383509725
-0.008194492026907526     0.012438215510465403     -0.023                   380.57645183972005
-0.009281163939991581     0.014046049858609229     -0.023000000000000003    380.28974973652254
-0.00781231441759103      0.014213278035479048     -0.022999999999999996    380.3829187066994
-0.0070298995879913015    0.01415769716464353      -0.02372976951466672     376.2355510547449
-0.00643794290645983      0.011124860464204384     -0.023000000000000003    380.8607796683059
-0.015162507025959551     -0.017691477628726426    -0.013571583937146995    379.41439250530544
-0.008296567726406892     0.006840240167399016     -0.023                   381.14172588370025
-0.00933284479101177      0.004504506630283217     -0.023                   381.1932386134849
-0.007307390570345247     -0.0064852147665275086   -0.022999999999999993    381.2720343914229
-1.7441079805095934E-18   -0.009494481629173454    -0.023000000000000003    381.308653834385
-0.002500626605781291     -0.008343340526703321    -0.023                   381.4139099317567
-1.616208909147273E-18    -0.008798231513350302    -0.025246921926736998    368.3637932284603
-0.008729123155154504     -0.004356963599862375    -0.022999999999999996    381.2738348222762
-0.00857168663448512      -0.0017592728483959699   -0.023000000000000003    381.4081945957269
-0.003613917699805275     -0.00797960345779892     -0.02524692192673701     368.3673581211205
-0.005086393995174012     -0.007415570987960179    -0.023                   381.3759220222845
-0.006770581250558806     -0.005831759698491686    -0.025246921926737       368.3485340249248
-0.008798231513348935     1.077472606098015E-18    -0.025246921926736998    368.36371359171767
-0.00949441574643775      1.162730585364922E-18    -0.023                   381.30853898858055
-0.007021136042923225     -0.0026270767542168195   -0.025246921926737005    368.5036948458586
-0.007965649652382265     0.002132411960683222     -0.023                   381.4770588904889
-0.007095236676482184     0.0026168406964167303    -0.025246921926737005    368.4975158500893
-0.006781428985575428     0.005644777943918284     -0.025246921926737       368.3606447752678
0.0056034184322821        -0.008729881503639457    -0.0238987687706948      375.98329193514286
0.006090384452787656      -0.007014905937833589    -0.025246921926737       368.3091342634834
0.007526077028725808      -0.01150385596147224     -0.02524692192673701     367.79482913908856
0.0035492820913205804     -0.01044514917661776     -0.025246921926736998    368.11567906797785
0.00259077642542419       -0.007396626473295241    -0.025246921926736998    368.4674036530123
0.0018187879057436425     -0.008360378858233772    -0.023                   381.43445467272215
0.004544915412000797      -0.014270059466694013    -0.023                   380.56511096709954
0.002416618542169806      -0.0131344527590548      -0.023                   380.79252552307463
0.0071631606257393276     -0.008868628179342499    -0.023                   381.0562870620238
0.010332358401339213      -0.0069894116132576565   -0.025246921926737005    367.94945742764344
0.004778041966390489      -0.008519414092213013    -0.022999999999999996    381.27257232286684
0.004706811509134621      -0.011551460762929318    -0.023                   380.9124539413787
0.0024305854391034145     -0.010608997860684963    -0.023                   381.1244912059354
0.006674032570844164      -0.012888138922380171    -0.023000000000000003    380.63108238965333
0.012063841414100017      -0.009981767492507319    -0.023                   380.4662323750394
0.013785407025566864      -0.009718641103023016    -0.025246921926737       367.36651636832727
0.011175292966869031      -0.01156148675977132     -0.025246921926737       367.48834614730816
0.009348531625862983      -0.009258148545708115    -0.022999999999999996    380.81973142530256
0.0068554314970260275     -0.010619084488230282    -0.023000000000000003    380.8901025793721
0.008420722312451842      -0.011858430105294235    -0.023                   380.6267539510368
0.010652663762505492      -0.011988781183568692    -0.023000000000000003    380.41013046383813
0.008876595400831438      -0.013685632348875909    -0.023000000000000007    380.3691518353921
0.00653944661119428       -0.015163645756000557    -0.022999999999999996    380.3388953127092
-0.010784003609742686     -0.020654182776015537    -0.016823538528132453    379.38766201992524
-0.012117695562577243     -0.019901041536881835    -0.013691044083491956    379.41158982936724
-0.014080065435098916     -0.02185753319437793     -0.016378893198023575    363.7709144571453
-0.009527004655166173     -0.024191655220353197    -0.0170908173124816      363.7203704817512
-0.008184275735985343     -0.021815307256084236    -0.017008232999971246    379.3892909006039
-0.00544077469410778      -0.02265585952304517     -0.01958015715875519     379.4413208431697
-0.007529837254974385     -0.024885770048636218    -0.021544865815977327    361.21752672917825
-0.003877706503006352     -0.025709208316798522    -0.021955672333751203    360.4154757455703
-0.0022675703980313934    -0.023189396811689       -0.020458633982418286    379.46770246431834
0.002239862524210116      -0.020784205773832453    -0.023                   379.67050570451227
0.005055239654191338      -0.01991429617609898     -0.023                   379.71742429455986
-4.2801405630199995E-18   -0.0233                  -0.023                   379.42196266700927
-4.776122516674678E-18    -0.026000000000000002    -0.025246921926737       348.86644629266317
0.0032039739460935574     -0.02248085787405244     -0.025246921926737       362.80726571541476
-0.01884469720975757      -0.013702824054644928    -0.010318812065882692    379.54282594857057
-0.020139821043495477     -0.016443467041228767    -0.011477783076903962    363.9650930832883
-0.016544643726318        -0.016406241616202254    -0.010260868576952676    379.54599693658577
-0.0180842373694664       -0.018680480688804416    -0.00867633368052373     364.1029854483631
-0.015275581358490551     -0.017593936857910338    -0.007894093961697497    379.7048396878302
-0.017603366588050968     -0.015264713713879179    -0.006842301332287478    379.7928326540084
-0.01612489207816543      -0.02039578033485156     -0.011500798537233932    363.9657892820924
0.006710269226889006      -0.017269626752041804    -0.023                   380.02569932753806
0.006866596336797571      -0.016543050304328177    -0.025246921926737       367.1413833381978
0.008783729420234471      -0.01645281526571966     -0.022999999999999996    380.00561312505937
0.00818161659094275       -0.019133359609422838    -0.023000000000000003    379.68292640029625
0.006594894386806967      -0.021514712393890877    -0.025246921926737       363.4138142913167
0.010931777454451851      -0.014717088884282229    -0.023                   380.0562941130052
0.010382261565781934      -0.01480053495604204     -0.025246921926736998    367.1138911301797
0.014255169123246434      -0.013162810011878287    -0.025246921926736998    366.719267259463
-0.02267439315995823      -0.012722888619635065    -0.008051050935860393    364.1469547071718
-0.019656191565273762     -0.012510960520649917    -0.007479574673001583    379.7384023460246
-0.02109193286250171      -0.009900523628764323    -0.005754546951881192    379.89554523630295
-0.024577590400697714     -0.00848186595599883     -0.010318452016451336    364.0167827363065
-0.022263565380409786     -0.006871947071406978    -0.007974005147954148    379.69897905947886
-0.02304974644059546      -0.0034057582157659113   -0.009862132471216258    379.56932807433446
-0.025659003554170924     -0.004197086680906608    -0.012680710893915636    363.92296432201334
-0.0233                   2.853427042013334E-18    -0.011713218382595366    379.47553392593323
-0.025999999999999995     3.1840816777831182E-18   -0.015353865921497609    363.8330733602715
-0.023300000000000005     2.853427042013334E-18    -0.015520496249558362    379.38616696307423
-0.019186635703265707     -0.013219796155393992    -0.003951474499353245    380.0916637280971
-0.0225360663487154       -0.012966329994501036    -0.0026404164623036424   364.55033381977074
-0.02115658504725233      -0.009761603819986725    -0.002537433634738984    380.26041503835125
-0.01968479073745957      -0.012465914070874468    -5.382838163578485E-4    380.48506906678784
-0.017769481731207883     0.010486996925390644     -0.023                   379.7052716888539
-0.019591710824669255     0.010267386601497414     -0.025246921926736998    364.19564143216303
-0.02307408263099503      0.0032367747431685284    -0.01362123351523067     379.4133419995072
-0.022154206817141014     0.007216707418200482     -0.022999999999999993    379.41524699035205
-0.020755374110201282     0.010587928523804078     -0.023                   379.41913869810134
-0.02402082507130299      0.009949767985556142     -0.025246921926737       348.68250569847373
-0.022655585025504955     0.005441917598798744     -0.01957043447814664     379.4409000297473
-0.025585079113259086     0.004626416190559727     -0.017424368052012387    363.6618716964086
-0.022568280170158925     0.005793334977472948     -0.015621789081378994    379.38580129639087
-0.02488577004863622      0.0075298372549743925    -0.021544865815977327    361.2249744665746
-0.021393938110026753     0.009229811056806371     -0.019915130112530485    379.45046353473424
-0.015691577912354183     0.013370008495869883     -0.023                   379.70859643584396
-0.017169036567296844     0.01426034241334779      -0.025246921926737005    363.75866799175714
-0.011123835933569613     0.014985044278469839     -0.022999999999999996    380.0036711327912
